_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2593,1977829,16211315,14,F,B,2016-11-09T11:40:00,"300 Block 6th AV Pittsburgh, PA 15222","903 Criminal Conspiracy. / 3929 Retail Theft. / 3929(a)(2) Retail Theft; alters, transfers, or removes label, price tag","300 Block 6th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.9994517535611,40.4416507426504
610,1974451,16087773,28,F,B,2016-08-23T12:20:00,"600 Block 1st AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person. / 4101 Forgery. / 13(a)(12) Obtaining Cont. Subst. by Fraudulent Means / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,"3400 Block Forbes AV Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.9608973792023,40.4384111043329
2594,1977830,16211315,15,F,B,2016-11-09T11:40:00,Zone 2,"903 Criminal Conspiracy. / 3929 Retail Theft. / 3929(a)(2) Retail Theft; alters, transfers, or removes label, price tag",Zone 2,,2,,,,,
4789,1980607,17012363,30,M,W,2017-01-20T20:40:00,"1200 Block E Carson ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9863871552234,40.4286955374487
6530,1982742,17046254,35,M,W,2017-03-14T16:30:00,"600 Block 1st AV Pittsburgh, PA 15219",3929 Retail Theft.,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.9227167898028,40.460594319901
2596,1977832,16211335,11,M,B,2016-11-09T12:15:00,"500 Block Marshall AV Pittsburgh, PA 15214",2702 Aggravated Assault. / 3304 Criminal Mischief.,"500 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.0167728442476,40.4710122769737
2857,1978165,16212888,30,M,W,2016-11-11T21:29:00,"300 Block Quincy ST Pittsburgh, PA 15210",1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,"Amanda AV & Borough ST Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9890363129208,40.406418865152
4392,1980130,17003786,22,M,W,2017-01-07T03:50:00,"I-376 RAMP & Ridge AV Pittsburgh, PA 15233",3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"I-376 RAMP & Ridge AV Pittsburgh, PA 15233",Chateau,1,2108,,,0.0,0.0
4515,1980278,17000249,41,F,W,2017-01-01T09:50:00,"500 Block Bellaire AV Pittsburgh, PA 15226",2701 Simple Assault.,"500 Block Bellaire AV Pittsburgh, PA 15226",Brookline,6,1919,4,4,-80.0232050521078,40.3972061067678
863,1975279,16156498,26,F,W,2016-08-20T23:19:00,"6200 Block Penn AV Pittsburgh, PA 15206","3929(a)(2) Retail Theft; alters, transfers, or removes label, price tag","6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.9227167898028,40.460594319901
2207,1977286,16197708,34,M,W,2016-10-19T17:10:00,"E North AV & Linden PL Pittsburgh, PA 15212",5505 Public Drunkenness / 13(a)(32) Paraphernalia - Use or Possession,"E North AV & Linden PL Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0006284839104,40.4565834280482
2312,1977420,16197679,34,M,B,2016-10-19T16:20:00,"4600 Block Liberty AV Pittsburgh, PA 15224",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"4600 Block Liberty AV Pittsburgh, PA 15224",Bloomfield,5,802,7,2,-79.9508820936423,40.4624027198606
2859,1978167,16213861,28,M,B,2016-11-13T12:00:00,"Penn CIR S & S Highland AV Pittsburgh, PA 15206",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"Penn CIR & S Highland AV Pittsburgh, PA 15206",Shadyside,4,705,9,2,-79.9248180520297,40.461414099707
4393,1980131,17003793,19,M,B,2017-01-07T04:20:00,"300 Block Meyran AV Pittsburgh, PA 15213","3304 Criminal Mischief. / 5505 Public Drunkenness / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 3503 Criminal Trespass","300 Block Meyran AV Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.9567029877009,40.4389437942784
4395,1980133,17003812,37,M,W,2017-01-07T07:55:00,"1400 Block Locust ST Pittsburgh, PA 15219",9501 Bench Warrant / 9998 Overdose Other,"500 Block Smithfield ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.9981161554363,40.4403320760988
397,1974950,16151961,51,F,B,2016-08-14T14:05:00,"1700 Block Penn  (Robert Wholey) AV Pittsburgh, PA 15222",3929 Retail Theft.,"1700 Block Penn  (Robert Wholey) AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,7,6,-79.9856893489607,40.4496567891739
4400,1980138,17004112,52,F,W,2017-01-07T19:30:00,"2600 Block Salisbury ST Pittsburgh, PA 15210",2701 Simple Assault.,"2600 Block Salisbury ST Pittsburgh, PA 15210",South Side Slopes,3,1608,3,4,-79.9710414748147,40.4183524014873
1435,1976245,16153422,43,F,W,2016-10-07T13:20:00,"900 Block 2ND AV Pittsburgh, PA 15219",3922 Theft by Deception. / 4101 Forgery. / 4105(a)(1) Bad Checks,"10 Block Waterfront DR Pittsburgh, PA 15222",Troy Hill,1,2406,1,6,-79.9783193855824,40.4632186646084
2866,1978174,16211980,41,M,B,2016-11-10T14:45:00,"600 Block Lillian ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"600 Block Lillian ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9971774063478,40.4184839888016
675,1975443,16134408,57,M,B,2016-07-20T04:20:00,"2300 Block Park Hill DR Pittsburgh, PA 15221",2702 Aggravated Assault.,"2300 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740783783315,40.4547503768469
4404,1980142,17004186,28,M,W,2017-01-07T22:15:00,"800 Block Crucible ST Pittsburgh, PA 15220",2701 Simple Assault.,"800 Block Crucible ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0397871826353,40.4419870958945
6535,1982747,17046292,22,M,B,2017-03-14T17:31:00,"Forbes AV & S Dallas AV Pittsburgh, PA 15217",2701 Simple Assault. / 4581 Restraint Systems.,"6400 Block Phillips AV Pittsburgh, PA 15217",Squirrel Hill South,4,1408,5,3,-79.9150891554426,40.4325700685317
2865,1978173,16211980,45,M,B,2016-11-10T13:45:00,"600 Block Lillian ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"600 Block Lillian ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9971774063478,40.4184839888016
2977,1978314,16214749,24,M,B,2016-11-14T17:30:00,"Wylie AV & Elmore ST Pittsburgh, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"Elmore ST & Wylie AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9778435867211,40.4454867107567
5099,1980964,17014016,33,F,B,2017-02-06T20:55:00,"4900 Block 2nd AV Pittsburgh, PA 15207",3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,"2000 Block Centre AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9799790972965,40.4435809421476
4405,1980143,17004187,34,M,W,2017-01-07T22:28:00,"600 Block Liberty AV Pittsburgh, PA 15222","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","600 Block Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0016204506435,40.4417729848127
2919,1978243,16215847,28,M,W,2016-11-30T09:55:00,"600 Block 1st AV Pittsburgh, PA 15219",4914 False Identification to Law Enforcement Authorities,"1400 Block Washington BL Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.9085400119027,40.4704599149747
3342,1978794,16220397,31,F,B,2016-11-23T20:30:00,"Eymard ST Pittsburgh, PA 15221",2701 Simple Assault.,"Eymard ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8729025414841,40.4603300042639
2314,1977422,16174684,32,F,W,2016-11-04T11:00:00,"200 Block Wilkins AV East Pittsburgh, PA 15112",903 Criminal Conspiracy. / 3921 Theft by Unlawful Taking or Disposition.,"6000 Block Bunkerhill ST Pittsburgh, PA 15206",Highland Park,5,1106,7,2,-79.9159348886724,40.4781864361594
1438,1976248,16159533,37,M,W,2016-10-09T00:45:00,"40 Block Pasadena ST Pittsburgh, PA 15211",3502 Burglary.,"2200 Block Arlington AV Pittsburgh, PA 15210",Arlington,3,1603,3,4,-79.9758746116386,40.4168370080581
4022,1979673,16240871,21,M,W,2016-12-28T19:52:00,"100 Block Fountain ST Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount,"100 Block Fountain ST Pittsburgh, PA 15212",Fineview,1,2509,1,1,-80.002005572826,40.4587836201499
4363,1980101,17003332,16,F,B,2017-01-13T13:24:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","100 Block PARKFIELD AV PITTSBURGH, PA 15210",Carrick,3,2904,4,4,-79.987341412057,40.3912523349352
6288,1982458,17038715,15,M,B,2017-03-02T21:05:00,"Lytle ST & Path WY Pittsburgh, PA 15207","3304 Criminal Mischief. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor","Lytle ST & Path WY Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.9454920068242,40.407157314004
390,1975376,16101473,24,M,H,2016-09-14T22:09:00,Zone 3,2902 Unlawful Restraint. / 3125 Aggravated Indecent Assault. / 3126 Indecent Assault. / 3701 Robbery.,Zone 3,,3,,,,,
1701,1976614,16188225,12,M,B,2016-10-12T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.9794028865196,40.4085696948667
4410,1980148,17004214,23,F,W,2017-01-07T23:29:00,"1800 Block Cliff ST Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1700 Block Arcena ST Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.9838618310282,40.4474908455925
626,1975085,16148512,17,M,H,2016-09-07T13:24:00,"1200 Block Western AV Pittsburgh, PA 15233",901 Criminal Attempt / 2702 Aggravated Assault. / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury,"900 Block Heths AV Pittsburgh, PA 15206",Morningside,5,1014,7,2,-79.9282264996267,40.474214093625
4418,1980156,17006578,15,F,B,2017-01-11T22:00:00,"900 Block Agnew RD Pittsburgh, PA 15227","2702 Aggravated Assault. / 5501 Riot. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Agnew RD Pittsburgh, PA 15227",Hazelwood,4,1515,5,3,-79.9661893296349,40.4002390628243
5981,1982065,17036008,12,F,W,2017-02-26T20:42:00,"1100 Block Goe AV Pittsburgh, PA 15212",2701 Simple Assault.,"1100 Block Goe AV Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.031782942726,40.485294979002
2903,1978227,15206183,57,M,B,2016-11-22T20:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"4500 Block Centre AV Pittsburgh, PA 15213",North Oakland,4,507,8,3,-79.9529689509357,40.4515405119816
3905,1979538,16236520,49,F,W,2016-12-20T17:48:00,"Federal ST N & Hemlock ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance,"Federal ST & Hemlock ST Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.0072265027103,40.457279218251
5604,1981615,17023598,44,M,B,2017-02-07T17:47:00,"Rose ST & Addison ST Pittsburgh, PA 15219",9501 Bench Warrant,"Rose ST & Addison ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9778111970249,40.4434993273154
4023,1979674,16240894,28,M,W,2017-01-09T13:40:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault. / 3304 Criminal Mischief.,"1000 Block Chelton AV Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.017143657592,40.3913505513375
6290,1982460,17042174,13,F,B,2017-03-08T10:05:00,"500 Block Marshall AV Pittsburgh, PA 15214",2702 Aggravated Assault.,"500 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.0167728442476,40.4710122769737
1708,1976621,16185911,26,M,B,2016-10-02T00:01:00,"Fontella ST & Page ST Pittsburgh, PA 15233","4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","Fontella ST & Page ST Pittsburgh, PA 15233",Manchester,1,2107,6,1,-80.0219875092756,40.4519444288759
5105,1980970,17017193,22,M,B,2017-01-29T19:21:00,"7700 Block St Lawerence AV Pittsburgh, PA 15218",2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,"1000 Block Brushton AV Pittsburgh, PA 15221",Homewood North,5,1301,9,2,-79.8876641369375,40.4565429396151
3909,1979542,16237618,18,M,B,2016-12-22T13:17:00,"2700 Block Sacramento AV Pittsburgh, PA 15204",3503(a) Criminal Trespass,"2700 Block Sacramento AV Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0476724811948,40.4552768292917
4428,1980178,17005950,48,M,B,2017-01-10T22:00:00,"3500 Block Webster AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3500 Block Webster AV Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.9584162990566,40.4568019571651
4602,1980366,17007326,38,F,B,2017-01-14T15:55:00,"600 Block 1st AV Pittsburgh, PA 15219",4906 False Reports to Law Enforcement Authorities.,"1900 Block Perrysville AV Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.0136432867814,40.4610482435856
4809,1980627,17012471,28,F,B,2017-01-21T00:55:00,"2100 Block Arlington AV Pittsburgh, PA 15210",2702 Aggravated Assault.,"2100 Block Arlington AV Pittsburgh, PA 15210",Arlington,3,1603,3,4,-79.9772835459045,40.4176728843849
629,1975177,16160569,34,F,W,2016-08-26T16:56:00,"Hemlock ST & Federal ST N Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Hemlock ST & Federal ST Pittsburgh, PA 15212",Central Northside,1,2206,1,1,-80.0072265027103,40.457279218251
4425,1980175,17005907,25,M,B,2017-01-10T20:16:00,"2300 Block East Hills DR Pittsburgh, PA 15221",2706 Terroristic Threats. / 3304 Criminal Mischief. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"2300 Block East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8713614602289,40.4565646411286
4370,1980108,17005077,16,M,B,2017-01-13T12:24:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(32) Paraphernalia - Use or Possession,"2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.9206335695884,40.4300280919676
6292,1982462,17042526,16,M,B,2017-03-08T17:53:00,"300 Block 5th AV Pittsburgh, PA 15222","5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor","300 Block 5th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0003700763045,40.4406706200369
1712,1976625,16186030,46,M,W,2016-10-04T22:05:00,"4300 Block Tesla ST Pittsburgh, PA 15217","3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","4300 Block Tesla ST Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.9367085509205,40.421069248182
6293,1982463,17042609,17,M,W,2017-03-11T09:00:00,"600 Block First AV Pittsburgh, PA 15219",2706 Terroristic Threats.,"200 Block Stanwix ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0048068186723,40.4397944373483
2986,1978337,16216432,18,M,B,2016-11-17T12:00:00,"2200 Block East Hills DR Pittsburgh, PA 15221",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"2200 Block East Hills DR Pittsburgh, PA 15221",East Liberty,5,1115,9,2,-79.8730298776944,40.4538810931386
6294,1982464,16048270,16,M,B,2017-03-10T09:45:00,"600 Block First AV Pittsburgh, PA 15222",3701 Robbery.,"900 Block liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.9979365205526,40.4428881131908
3460,1978975,16226558,53,M,B,2016-12-04T10:20:00,"6th ST & Penn AV Pittsburgh, PA 15222",3922 Theft by Deception. / 4101 Forgery. / 4119 Trademark Counterfeiting,"6th ST & Penn AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0021496638569,40.4427419986884
3461,1978976,16226457,50,M,B,2016-12-04T03:30:00,"2700 Block Bergman ST Pittsburgh, PA 15204",2701 Simple Assault.,"2700 Block Bergman ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0513322439867,40.4529588651828
6297,1982467,17017901,15,M,B,2017-03-07T10:40:00,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3304 Criminal Mischief.,"1000 Block Faulkner ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.0617631741727,40.456013699106
6546,1982761,17044849,26,M,B,2017-03-12T01:33:00,"Hamilton AV & Clawson ST Pittsburgh, PA 15208",3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"800 Block Overlook PL McKees Rocks, PA 15136",Outside County,OSC,6699,,,-80.074464191063,40.4801162759598
4371,1980109,17005078,15,M,H,2017-01-13T12:16:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.9206335695884,40.4300280919676
5692,1981721,17030611,30,M,W,2017-02-18T23:12:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
2597,1977833,16212910,16,M,B,2016-11-11T22:54:00,"900 Block Brownsville RD Pittsburgh, PA 15210",2705 Recklessy Endangering Another Person. / 3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 3111 Obedience to Traffic-Control Devices. / 3334 Turning Movements and Required Signals. / 3361  Driving Vehicle at Safe Speed. / 3362 Maximum Speed Limits. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving,"1600 Block Leolyn ST Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9864798299881,40.3997840112926
4027,1979678,16240075,25,M,W,2017-01-09T16:00:00,"900 Block 2nd AV Pittsburgh, PA 15219","2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","1000 Block Vinial ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9926632437203,40.4574778507844
633,1975435,15095591,25,M,B,2015-05-29T07:55:00,"Gladys AV & Crane AV Pittsburgh, PA 15216",3111 Obedience to Traffic-Control Devices. / 3365 Special Speed Limitations. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving,"Gladys AV & Crane AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.0242454757045,40.4169171350458
639,1974870,16152506,29,M,W,2016-08-15T13:40:00,"50 Block Montgomery PL Pittsburgh, PA 15212",9501 Bench Warrant,"50 Block Montgomery PL Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0049610429722,40.4548032866065
642,1975262,16156405,33,M,B,2016-08-20T21:19:00,"200 Block Robinson ST Pittsburgh, PA 15213",1543 Driving While Operating Privilege is Suspended or Revoked. / 601.16 Public Urination And Defecation / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(a)(1) DUI - General Impairment,"200 Block Robinson ST Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.9653338157734,40.4404797162155
4434,1980184,17006086,32,M,W,2017-01-11T02:51:00,"Shetland ST & Washington BL Pittsburgh, PA 15206",1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility. / 13(a)(31) Marijuana: Possession Small Amount,"Shetland ST & Washington BL Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.9071875143711,40.4599143724723
